Created at,User ID,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
Thu Oct 27 08:13:54 +0000 2022,1585545310184562690,Олег Газманов,"RT @svetlichnajalo5: Р. Кадыров заявил, что объявляет джихад врагам России!
Ещё сказал, что не понимает тех, кто не видит, что «нашу Родину…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Thu Oct 27 08:13:14 +0000 2022,1585545143578501122,Олег Газманов,"RT @131omelia: Хит в Германии.
«Bitte Spendet» — Пожалуйста пожертвуйте! 

Вот это  ""Liebe deutsche"" вообще огонь.

Обращение мэра Киева Кл…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Wed Oct 26 13:21:37 +0000 2022,1585260361141583875,Олег Газманов,RT @Salo50: Цитата... https://t.co/88PkBbukxr,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Wed Oct 26 13:07:22 +0000 2022,1585256774936166404,Олег Газманов,"RT @Nablyudatel14Tm: Блять...
Всегда думал что миллиардеры умные и точно не продажные

Миллиардер Билл Экман присоединяется к Илону Маску,…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Wed Oct 26 07:32:41 +0000 2022,1585172549633441793,Олег Газманов,RT @Salo50: Цитата... https://t.co/ga7aWxSujP,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Wed Oct 26 07:18:33 +0000 2022,1585168993270501377,Олег Газманов,Брехня https://t.co/WWSaV4HaEx,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Wed Oct 26 07:11:21 +0000 2022,1585167180470972416,Олег Газманов,Учите историю https://t.co/gfgieCffYS,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 25 18:08:35 +0000 2022,1584970190558666752,Олег Газманов,RT @bocharik: Рукопожатие с Зелнским - проклятие https://t.co/O5C9PVjArM,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 25 18:02:31 +0000 2022,1584968664469893120,Олег Газманов,RT @Good_news_Rus: В Московском институте стали и сплавов изобрели имплантаты для регенерации нервной ткани. Материал позволяет задать нужн…,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 25 17:59:57 +0000 2022,1584968017816932353,Олег Газманов,"RT @ffffrunzik: Скотт Риттер о России и россиянах.
Спасибо тебе Скотт, мы тебя тоже любим, как и старую Америку и американцев, мы отделяем…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 25 14:11:07 +0000 2022,1584910430157389824,Олег Газманов,"RT @CzarSays: 12-ти летний Миша из Чебоксар передал мобилизованным бойцам из Чувашии квадрокоптер, который ему подарили родители

Молодец,…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:49:43 +0000 2022,1584633255269367808,Олег Газманов,"RT @igorkushnarev2: С Праздником всех причастных, к ним примкнувших и им сочуствующих. Ура, Ура, Ура! Работаем... https://t.co/hplbUeP9cZ","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:48:57 +0000 2022,1584633060125212672,Олег Газманов,"RT @NatasaIvanova9: ⚡️Черногория отмечает победу оппозиции на региональных выборах. Партия Джукановича терпит крах в крупных городах, уступ…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:17:46 +0000 2022,1584625213081518080,Олег Газманов,RT @v_tretyakov: @_Valenok__ @Alice_neighbour Но в другом помогает. И поддерживает киевскую власть.,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:05:14 +0000 2022,1584622061221466113,Олег Газманов,"RT @svetlichnajalo5: Минкультуры: ""Уехавшие из РФ деятели культуры исчезают с афиш по запросу общества, такие обращения поступают от самих…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:04:50 +0000 2022,1584621957370507265,Олег Газманов,"RT @NatasaIvanova9: ⚡️Магазин «Республика»!
Здесь целый стенд для гомосексуалистов. Реально, целый стенд. Что там у нас? Законы против проп…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 19:04:25 +0000 2022,1584621853355560960,Олег Газманов,"RT @aels8nFKF7DemJe: Израиль передал в пользование Украине разведданные для борьбы с БПЛА... Всё-таки, удивительный народ эти евреи: обязан…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 11:47:41 +0000 2022,1584511948070170626,Олег Газманов,Спасибо #подольск за полный зал и горячий приём!❤️🇷🇺 https://t.co/7SRtrZ5jkY,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Mon Oct 24 07:34:46 +0000 2022,1584448298668109824,Олег Газманов,"RT @pomegranatesee: Пекин вчера довёл до российских дипломатических кругов, что на самом деле произошло с Ху Цзиньтао на съезде.
Произошедш…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 08:05:03 +0000 2022,1584093531412758528,Олег Газманов,А не мог просто сдать назад? https://t.co/3JpzjbDiFI,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 07:54:18 +0000 2022,1584090827562766336,Олег Газманов,"RT @amicableru: Китай жесто концентрируется - экономически, идеологически и политически…
Без форумов и рассуждений о важности конкуренции,…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 07:45:07 +0000 2022,1584088513225445377,Олег Газманов,@v_tretyakov @psixityt @dalnoboyforewa2 Просто члены https://t.co/Hvj0fdd91V,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 07:41:17 +0000 2022,1584087551005978624,Олег Газманов,Люциферщина👹 https://t.co/jIgxq5g0rs,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 07:38:58 +0000 2022,1584086968614653952,Олег Газманов,Посмеяло 😂 Спасибо Михаил! https://t.co/tVynghmgf7,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sun Oct 23 07:36:26 +0000 2022,1584086328769392641,Олег Газманов,"RT @LOLITASTRONG_: Помните этого убл- а,к/ый стрелял нашим 🇷🇺ребятам по ногам?!? Возмездие пришло ,и всех остальных гниль(!)  тоже ждёт ад…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sat Oct 22 14:22:34 +0000 2022,1583826148316033025,Олег Газманов,RT @545510: Юнна Мориц. https://t.co/kFn7wO6WPN,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sat Oct 22 07:48:42 +0000 2022,1583727027345293313,Олег Газманов,RT @hudoznik2: Почти моя история с укр половиной родни  … https://t.co/9ugUSCCgFN,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sat Oct 22 07:46:53 +0000 2022,1583726570610360322,Олег Газманов,RT @olenenok1107: Всё как всегда 😁 https://t.co/oLbAKzmIMY,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Sat Oct 22 07:43:59 +0000 2022,1583725841389084672,Олег Газманов,"RT @SgforgoodStella: The Russians helped #Germany unite.  Why are the Germans now preventing the Russians from uniting and, in addition, se…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 20:46:04 +0000 2022,1583560270583955456,Олег Газманов,"RT @DmitryMarin: Юнна Мориц

* * *
Когда мой друг, болгарский стиховедчик,
Мне сообщил путём зеркального письма,
Что запад нас угробит, изу…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 12:05:46 +0000 2022,1583429331782897670,Олег Газманов,😱💥✊🤣 https://t.co/LgBqBCFPO1,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 11:59:04 +0000 2022,1583427649334304770,Олег Газманов,RT @nevostruev_vb: Сегодня Никите Сергеевичу 77 лет!🥂🍂 https://t.co/LT9oSXnFyi,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 11:58:36 +0000 2022,1583427531943706625,Олег Газманов,"RT @k_ollga: Немного домашней философии
Это ведь русские помогли Германии объединиться. А объединившись, немцы стали всячески препятствоват…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 11:50:08 +0000 2022,1583425397743812609,Олег Газманов,"На неделю слетал в #сочи 🐚⚓️🌅🌊Отключил соцсети и новости. Очистил мозги…
С новыми силами лечу домой! Впереди много… https://t.co/K02Ljs2Vge","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 08:01:20 +0000 2022,1583367818497572869,Олег Газманов,"RT @Asobolika: Евровидение уже все, после того как они выгнали Россию еще 6 стран отказались, ибо платить нечем😁","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 08:00:04 +0000 2022,1583367501563715584,Олег Газманов,"RT @Lora020563: 21 октября 1945 года родился Никита Сергеевич Михалков - кинорежиссёр, сценарист, продюсер, киноактёр, телеведущий. Народны…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 07:56:15 +0000 2022,1583366541072297984,Олег Газманов,"RT @barak_obmana: Пентагон нашел выход в ситуации с оплатой интернетов Маска для Украины. (Перемога)
Пентагон решил оплачивать их деньгами,…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 07:55:35 +0000 2022,1583366372372799488,Олег Газманов,"RT @igorkushnarev2: Американский сноубордист Вайлд, выступающий за Российскую Федерацию, заявил, что не собирается уезжать из России","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 07:55:32 +0000 2022,1583366358795882496,Олег Газманов,"RT @NatasaIvanova9: ⚡️Кадыров:Считаю за честь жить в государстве,где есть папа и мама,мальчик и девочка,где литература,кино и реклама будут…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 07:53:43 +0000 2022,1583365902703087618,Олег Газманов,Это надо по всем каналам… https://t.co/8o4JIJ6M8u,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Fri Oct 21 07:50:40 +0000 2022,1583365134608527360,Олег Газманов,"RT @igor521375331: Французский телеканал резко ""прервал"" трансляцию с корреспонденткой, которая начала рассказывать, что Украина наносит уд…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Thu Oct 20 11:13:45 +0000 2022,1583053854697889792,Олег Газманов,RT @bocharik: Опрос в Польше. Кто для поляков является наихудшим соседом https://t.co/08LnauPVTF,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Thu Oct 20 11:12:54 +0000 2022,1583053641384046593,Олег Газманов,"RT @DNusina: Скандал дня: западным журналистам предлагают по 200$ за твит в поддержку Украины. Платит, разумеется, не Киев, а США.
А мы-то…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 15:50:27 +0000 2022,1582398715037241347,Олег Газманов,RT @vladneizvestnii: Зрители в Токио встретили овациями первые за 28 лет гастроли Государственного академического ансамбля народного танца…,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 15:46:28 +0000 2022,1582397710522458116,Олег Газманов,RT @DNusina: Это Адриан Боке – французский журналист. Он чудом выжил после нападения украинских националистов в Стамбуле. Он стал врагом ур…,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 15:44:38 +0000 2022,1582397249472323585,Олег Газманов,"RT @bocharik: Онлайн опрос зрителей на французском телеканале TF1. ""Должна ли Франция продолжать вооружать Украину?""
Да - 23.3%
Нет- 76.7%…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 15:39:27 +0000 2022,1582395945982910465,Олег Газманов,"RT @Vladimi03721352: Боксер и тренер Святослав Шталь - очень четко про специальную военную операцию. 
Смотреть до конца https://t.co/CNwVZB…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 15:37:14 +0000 2022,1582395389185232896,Олег Газманов,"RT @ProudSocialist: War is big business.

And nobody exports more missiles, bombs, &amp; arms than the U.S.

Remember this next time you believ…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 06:01:33 +0000 2022,1582250510131728385,Олег Газманов,"RT @DNusina: Дуда, чё с хлебалом?

Республика Беларусь оставляет за собой право принятия превентивных мер стратегического сдерживания для н…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 06:00:53 +0000 2022,1582250342384689154,Олег Газманов,RT @timand2037: Ukrainian reservist doing some sort of acting for the camera? https://t.co/5i84Ff3Z0V,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:57:35 +0000 2022,1582249514018041856,Олег Газманов,"RT @jaccocharite: Super fake, 1999 Serbia, Grdelica. NATO bombardment, 51 civilians died there. Disgusting🤮","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:53:58 +0000 2022,1582248603619557376,Олег Газманов,RT @NatasaIvanova9: ⚡️Отсутствие геев в Госдуме стало одной из причин выхода России из ПАСЕ — Володин,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:53:07 +0000 2022,1582248389319618560,Олег Газманов,RT @_space_devil_: Суууукааа орууууууу🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣ааааааааххааххааааааааааа🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/cUwcfoTCoR,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:50:19 +0000 2022,1582247686044274690,Олег Газманов,"RT @AzarovNikolay_: Украина получила от США около $60 млрд. помощи, из которых $54 млрд. – кредиты.

Это говорит о том, что США вкладывают…","Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:47:25 +0000 2022,1582246953706205185,Олег Газманов,RT @amicableru: #МентальнаяВойна Китайцы оказались правы. А мы всё «сопли жуём». Даже блокировку #МинКультом @cultrf «Стратегии национально…,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:46:02 +0000 2022,1582246606250061830,Олег Газманов,RT @Vladimi03721352: А вообще цинизм ублюдков из США зашкаливает... Фотографию разбомбленного 12 апреля 1999 года американской авиацией  па…,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
Tue Oct 18 05:36:37 +0000 2022,1582244235331653633,Олег Газманов,RT @amicableru: Именно так😡 https://t.co/bn4bvJY6EG,"Здесь ЭСКАДРОН моих твитов шальных. Экспортирую сальто(дорого) и #моиясныедни(даром) В шоу бизнесе главное-не кто выше ноту возьмёт, а кто дольше её протянет.",нынче здесь- завтра там,154167,189,25737,http://pbs.twimg.com/profile_images/1533520824380047360/RfXAqGOg_normal.jpg
